CustomerID,Recency,Frequency,Monetary,FirstPurchase,LastPurchase,Country,Tenure,AvgOrderValue
13266,11,19,6135.04,2009-12-17 10:52:00,2011-11-28 14:39:00,United Kingdom,711,322.9
13267,3,36,9429.81,2009-12-07 16:56:00,2011-12-07 11:12:00,United Kingdom,729,261.94
13268,18,10,3152.71,2011-03-17 13:20:00,2011-11-22 11:34:00,United Kingdom,249,315.27
13269,1,28,8537.32,2009-12-02 11:47:00,2011-12-08 14:53:00,United Kingdom,736,304.9
13270,366,1,590.0,2010-12-08 14:53:00,2010-12-08 14:53:00,United Kingdom,0,590.0
13271,37,1,211.49,2011-11-02 14:31:00,2011-11-02 14:31:00,United Kingdom,0,211.49
13272,31,2,276.56,2011-09-11 12:06:00,2011-11-08 14:00:00,United Kingdom,58,138.28
13273,113,1,138.98,2011-08-18 14:02:00,2011-08-18 14:02:00,United Kingdom,0,138.98
13274,409,1,360.85,2010-10-26 13:48:00,2010-10-26 13:48:00,United Kingdom,0,360.85
13275,384,2,238.86,2010-03-17 14:05:00,2010-11-21 12:09:00,United Kingdom,248,119.43
13276,64,5,1891.91,2010-03-07 14:05:00,2011-10-07 12:44:00,United Kingdom,578,378.38
13277,16,7,523.3,2010-06-18 08:45:00,2011-11-24 09:21:00,United Kingdom,524,74.76
13278,41,4,1425.35,2010-04-08 11:59:00,2011-10-30 11:49:00,United Kingdom,569,356.34
13279,78,1,137.75,2011-09-22 17:24:00,2011-09-22 17:24:00,United Kingdom,0,137.75
13280,122,7,2293.33,2010-03-05 09:07:00,2011-08-09 13:14:00,United Kingdom,522,327.62
13281,439,1,350.85,2010-09-26 16:03:00,2010-09-26 16:03:00,United Kingdom,0,350.85
13282,18,4,1313.19,2010-10-29 14:11:00,2011-11-21 15:33:00,United Kingdom,388,328.3
13283,60,4,373.36,2010-03-09 14:36:00,2011-10-11 09:50:00,United Kingdom,580,93.34
13284,331,1,201.19,2011-01-13 09:23:00,2011-01-13 09:23:00,United Kingdom,0,201.19
13285,23,6,3364.59,2010-03-25 14:26:00,2011-11-16 13:19:00,United Kingdom,600,560.76
13286,600,1,734.91,2010-04-18 15:35:00,2010-04-18 15:35:00,United Kingdom,0,734.91
13287,603,3,781.59,2010-01-04 10:43:00,2010-04-15 15:26:00,United Kingdom,101,260.53
13288,443,5,927.61,2010-02-11 14:59:00,2010-09-22 16:32:00,United Kingdom,223,185.52
13289,724,1,307.95,2009-12-16 11:53:00,2009-12-16 11:53:00,United Kingdom,0,307.95
13291,156,11,3270.79,2010-02-11 18:36:00,2011-07-07 10:36:00,United Kingdom,510,297.34
13292,39,5,994.51,2010-07-01 14:36:00,2011-11-01 10:04:00,United Kingdom,487,198.9
13293,392,6,1192.94,2010-02-09 12:05:00,2010-11-12 13:28:00,United Kingdom,276,198.82
13294,190,3,1689.53,2010-03-03 12:54:00,2011-06-03 08:54:00,United Kingdom,456,563.18
13295,360,4,1101.97,2010-05-12 09:13:00,2010-12-15 11:21:00,United Kingdom,217,275.49
13296,137,6,792.51,2010-05-11 14:29:00,2011-07-25 13:46:00,United Kingdom,439,132.08
13297,8,7,4368.62,2010-06-15 12:35:00,2011-12-02 09:32:00,United Kingdom,534,624.09
13298,1,1,360.0,2011-12-08 13:11:00,2011-12-08 13:11:00,United Kingdom,0,360.0
13299,268,3,1218.7,2010-06-29 11:30:00,2011-03-16 12:55:00,United Kingdom,260,406.23
13300,169,3,1285.51,2010-05-14 15:56:00,2011-06-23 13:09:00,United Kingdom,404,428.5
13301,104,4,600.19,2011-02-20 13:13:00,2011-08-28 11:25:00,United Kingdom,188,150.05
13302,155,2,159.2,2010-07-01 12:32:00,2011-07-07 17:56:00,United Kingdom,371,79.6
13303,400,1,61.72,2010-11-04 14:55:00,2010-11-04 14:55:00,United Kingdom,0,61.72
13304,351,4,1217.99,2010-02-08 12:42:00,2010-12-23 14:35:00,United Kingdom,318,304.5
13305,4,16,3616.41,2010-03-10 14:49:00,2011-12-05 15:15:00,United Kingdom,635,226.03
13306,430,1,53.65,2010-10-05 14:55:00,2010-10-05 14:55:00,United Kingdom,0,53.65
13307,120,3,273.34,2010-04-26 13:28:00,2011-08-11 17:14:00,United Kingdom,472,91.11
13308,23,4,1670.3700000000001,2010-04-22 09:22:00,2011-11-17 09:31:00,United Kingdom,574,417.59
13309,7,6,1706.3700000000001,2010-11-12 12:10:00,2011-12-02 16:34:00,United Kingdom,385,284.4
13310,28,5,1541.2,2010-11-02 17:03:00,2011-11-11 17:23:00,United Kingdom,374,308.24
13311,4,2,598.57,2011-07-12 14:26:00,2011-12-05 12:55:00,United Kingdom,145,299.29
13312,451,1,124.75,2010-09-14 14:36:00,2010-09-14 14:36:00,United Kingdom,0,124.75
13313,22,12,3445.32,2009-12-02 16:18:00,2011-11-17 16:48:00,United Kingdom,715,287.11
13314,2,3,775.94,2011-09-27 10:20:00,2011-12-08 12:29:00,United Kingdom,72,258.65
13315,689,1,310.26,2010-01-19 15:34:00,2010-01-19 15:34:00,United Kingdom,0,310.26
13316,37,10,12940.82,2010-03-10 10:01:00,2011-11-02 13:40:00,United Kingdom,602,1294.08
13317,66,19,6486.09,2009-12-13 11:11:00,2011-10-04 13:35:00,United Kingdom,660,341.37
13318,1,3,640.76,2011-11-02 13:26:00,2011-12-08 18:51:00,United Kingdom,36,213.59
13319,5,58,21323.22,2009-12-06 14:46:00,2011-12-04 13:34:00,United Kingdom,727,367.64
13320,78,6,2211.6,2010-08-18 10:29:00,2011-09-22 18:07:00,United Kingdom,400,368.6
13321,72,2,567.36,2011-09-14 15:18:00,2011-09-28 15:24:00,United Kingdom,14,283.68
13322,17,1,199.48000000000002,2011-11-22 14:21:00,2011-11-22 14:21:00,United Kingdom,0,199.48
13323,3,5,787.85,2011-09-16 13:23:00,2011-12-06 17:12:00,United Kingdom,81,157.57
13324,36,18,10513.47,2010-05-25 10:23:00,2011-11-03 16:28:00,United Kingdom,527,584.08
13325,82,1,675.3,2011-09-19 10:36:00,2011-09-19 10:36:00,United Kingdom,0,675.3
13326,432,1,281.76,2010-10-03 16:00:00,2010-10-03 16:00:00,United Kingdom,0,281.76
13327,39,19,9052.87,2009-12-18 15:35:00,2011-11-01 10:21:00,United Kingdom,682,476.47
13328,316,1,1308.48,2011-01-27 15:22:00,2011-01-27 15:22:00,United Kingdom,0,1308.48
13329,32,8,4808.77,2009-12-04 15:41:00,2011-11-08 10:29:00,United Kingdom,703,601.1
13330,93,6,2796.1,2010-02-23 10:12:00,2011-09-08 12:27:00,United Kingdom,562,466.02
13331,402,1,262.4,2010-11-03 08:04:00,2010-11-03 08:04:00,United Kingdom,0,262.4
13332,14,1,350.9,2011-11-25 13:30:00,2011-11-25 13:30:00,United Kingdom,0,350.9
13333,411,3,1015.74,2010-02-19 09:26:00,2010-10-24 13:24:00,United Kingdom,247,338.58
13334,82,5,6201.8,2010-02-25 12:21:00,2011-09-18 15:21:00,United Kingdom,570,1240.36
13336,77,1,795.12,2011-09-23 14:05:00,2011-09-23 14:05:00,United Kingdom,0,795.12
13337,546,1,1575.26,2010-06-11 13:27:00,2010-06-11 13:27:00,United Kingdom,0,1575.26
13338,158,4,2345.62,2010-01-05 12:25:00,2011-07-05 09:06:00,United Kingdom,545,586.4
13339,201,1,860.12,2011-05-23 08:31:00,2011-05-23 08:31:00,United Kingdom,0,860.12
13340,45,12,22100.56,2010-02-22 14:54:00,2011-10-25 13:15:00,United Kingdom,609,1841.71
13341,261,1,775.85,2011-03-24 09:50:00,2011-03-24 09:50:00,United Kingdom,0,775.85
13343,178,1,303.43,2011-06-15 12:24:00,2011-06-15 12:24:00,United Kingdom,0,303.43
13344,68,3,2511.69,2011-03-07 10:28:00,2011-10-03 09:45:00,United Kingdom,209,837.23
13345,288,1,339.5,2011-02-25 09:01:00,2011-02-25 09:01:00,United Kingdom,0,339.5
13346,463,6,299.4,2010-04-22 12:34:00,2010-09-03 11:41:00,United Kingdom,133,49.9
13347,70,1,291.36,2011-09-30 13:28:00,2011-09-30 13:28:00,United Kingdom,0,291.36
13348,64,1,233.76,2011-10-06 17:28:00,2011-10-06 17:28:00,United Kingdom,0,233.76
13349,11,1,197.32,2011-11-29 08:07:00,2011-11-29 08:07:00,United Kingdom,0,197.32
13350,16,2,879.12,2011-09-21 13:33:00,2011-11-23 16:33:00,United Kingdom,63,439.56
13351,66,1,323.94,2011-10-04 12:55:00,2011-10-04 12:55:00,United Kingdom,0,323.94
13352,60,1,347.97999999999996,2011-10-10 13:55:00,2011-10-10 13:55:00,United Kingdom,0,347.98
13354,71,1,743.53,2011-09-29 13:17:00,2011-09-29 13:17:00,United Kingdom,0,743.53
13355,122,1,674.7,2011-08-09 14:48:00,2011-08-09 14:48:00,United Kingdom,0,674.7
13356,80,1,768.24,2011-09-20 14:33:00,2011-09-20 14:33:00,United Kingdom,0,768.24
13357,257,5,3795.0099999999998,2010-03-22 14:30:00,2011-03-27 13:56:00,United Kingdom,369,759.0
13358,269,1,389.03,2011-03-16 11:52:00,2011-03-16 11:52:00,United Kingdom,0,389.03
13359,64,2,943.3100000000001,2010-11-01 15:05:00,2011-10-07 09:30:00,United Kingdom,339,471.66
13360,432,4,1503.65,2010-01-08 11:16:00,2010-10-04 12:37:00,United Kingdom,269,375.91
13361,472,2,1450.5,2010-04-01 07:49:00,2010-08-24 14:56:00,United Kingdom,145,725.25
13362,9,7,5394.07,2010-10-10 15:27:00,2011-11-30 14:41:00,United Kingdom,415,770.58
13363,18,3,1623.86,2010-10-26 11:07:00,2011-11-22 12:40:00,United Kingdom,392,541.29
13364,71,1,134.95999999999998,2011-09-29 18:13:00,2011-09-29 18:13:00,United Kingdom,0,134.96
13365,34,2,2225.37,2011-05-06 12:00:00,2011-11-06 12:36:00,United Kingdom,184,1112.68
13366,50,1,56.160000000000004,2011-10-20 13:37:00,2011-10-20 13:37:00,United Kingdom,0,56.16
13367,432,1,460.20000000000005,2010-10-04 10:00:00,2010-10-04 10:00:00,United Kingdom,0,460.2
13368,257,4,1021.5,2010-10-12 10:43:00,2011-03-28 09:59:00,United Kingdom,166,255.38
13369,366,1,258.28000000000003,2010-12-09 11:30:00,2010-12-09 11:30:00,United Kingdom,0,258.28
13370,372,1,754.87,2010-12-03 10:26:00,2010-12-03 10:26:00,United Kingdom,0,754.87
13371,505,2,2297.66,2010-03-17 15:29:00,2010-07-22 17:33:00,United Kingdom,127,1148.83
13372,90,1,328.64,2011-09-11 12:46:00,2011-09-11 12:46:00,United Kingdom,0,328.64
13373,61,6,7587.1900000000005,2009-12-06 12:34:00,2011-10-10 10:51:00,United Kingdom,672,1264.53
13374,415,2,372.8,2010-09-16 10:29:00,2010-10-21 10:04:00,United Kingdom,34,186.4
13375,89,2,1792.23,2010-09-21 08:12:00,2011-09-12 10:19:00,United Kingdom,356,896.12
13376,99,3,869.76,2011-04-19 13:03:00,2011-09-01 16:16:00,United Kingdom,135,289.92
13377,397,2,1452.88,2010-03-04 10:06:00,2010-11-08 12:20:00,United Kingdom,249,726.44
13379,26,3,572.56,2011-07-26 12:26:00,2011-11-13 13:45:00,United Kingdom,110,190.85
13380,433,1,62.4,2010-10-03 10:18:00,2010-10-03 10:18:00,United Kingdom,0,62.4
13381,32,12,8224.37,2009-12-01 15:19:00,2011-11-08 11:58:00,United Kingdom,706,685.36
13382,281,5,1387.58,2009-12-08 09:56:00,2011-03-04 10:03:00,United Kingdom,451,277.52
13383,544,1,305.28000000000003,2010-06-14 11:45:00,2010-06-14 11:45:00,United Kingdom,0,305.28
13384,31,11,6680.83,2010-07-27 12:22:00,2011-11-09 11:04:00,United Kingdom,469,607.35
13385,330,1,534.57,2011-01-14 09:52:00,2011-01-14 09:52:00,United Kingdom,0,534.57
13386,414,2,835.46,2010-09-28 13:09:00,2010-10-21 12:52:00,United Kingdom,22,417.73
13387,417,1,181.84,2010-10-18 14:07:00,2010-10-18 14:07:00,United Kingdom,0,181.84
13388,131,3,1185.65,2010-04-15 10:18:00,2011-07-31 12:52:00,United Kingdom,472,395.22
13389,11,3,797.96,2011-04-21 12:12:00,2011-11-28 14:01:00,United Kingdom,221,265.99
13390,75,1,544.08,2011-09-26 08:38:00,2011-09-26 08:38:00,United Kingdom,0,544.08
13391,204,1,59.8,2011-05-20 10:50:00,2011-05-20 10:50:00,United Kingdom,0,59.8
13392,677,1,91.14,2010-01-31 13:34:00,2010-01-31 13:34:00,United Kingdom,0,91.14
13393,584,4,1131.45,2009-12-07 18:12:00,2010-05-05 09:34:00,United Kingdom,148,282.86
13394,2,19,6621.7,2009-12-01 11:58:00,2011-12-08 11:36:00,United Kingdom,736,348.51
13395,185,3,1180.23,2010-10-14 13:00:00,2011-06-07 15:04:00,United Kingdom,236,393.41
13396,29,2,1360.99,2011-01-24 13:37:00,2011-11-10 16:59:00,United Kingdom,290,680.5
13397,73,10,3191.87,2010-01-20 09:50:00,2011-09-28 10:56:00,United Kingdom,616,319.19
13398,192,2,670.34,2010-09-17 09:34:00,2011-05-31 13:17:00,United Kingdom,256,335.17
13399,464,3,275.4,2010-07-08 17:47:00,2010-09-01 13:59:00,United Kingdom,54,91.8
13400,583,1,310.83,2010-05-06 09:00:00,2010-05-06 09:00:00,United Kingdom,0,310.83
13402,127,4,1226.8500000000001,2010-05-24 10:56:00,2011-08-04 15:51:00,United Kingdom,437,306.71
13403,18,3,229.5,2009-12-16 13:23:00,2011-11-22 08:28:00,United Kingdom,705,76.5
13404,1,2,252.49,2011-05-11 11:57:00,2011-12-08 15:37:00,United Kingdom,211,126.24
13405,204,5,1198.81,2009-12-15 14:13:00,2011-05-19 16:31:00,United Kingdom,520,239.76
13406,427,2,568.92,2010-03-18 07:29:00,2010-10-08 14:44:00,United Kingdom,204,284.46
13407,579,3,2244.7,2010-02-16 11:13:00,2010-05-10 12:41:00,United Kingdom,83,748.23
13408,2,106,50174.78,2009-12-04 09:31:00,2011-12-08 09:05:00,United Kingdom,733,473.35
13410,24,9,2201.96,2009-12-08 13:43:00,2011-11-15 15:33:00,United Kingdom,707,244.66
13411,107,1,213.55,2011-08-24 13:57:00,2011-08-24 13:57:00,United Kingdom,0,213.55
13412,620,1,487.34999999999997,2010-03-29 16:28:00,2010-03-29 16:28:00,United Kingdom,0,487.35
13413,640,6,429.44,2010-01-21 17:43:00,2010-03-10 12:17:00,United Kingdom,47,71.57
13414,134,6,2494.14,2010-04-15 17:00:00,2011-07-29 11:45:00,United Kingdom,469,415.69
13415,473,4,784.17,2009-12-11 14:20:00,2010-08-24 11:38:00,United Kingdom,255,196.04
13416,44,3,940.8000000000001,2009-12-03 13:02:00,2011-10-27 08:56:00,United Kingdom,692,313.6
13417,5,6,1669.49,2010-02-08 12:39:00,2011-12-05 08:49:00,United Kingdom,664,278.25
13418,12,31,11559.66,2009-12-11 12:51:00,2011-11-28 10:23:00,United Kingdom,716,372.89
13419,64,1,221.06,2011-10-07 12:49:00,2011-10-07 12:49:00,United Kingdom,0,221.06
13420,150,2,159.85,2011-06-22 11:35:00,2011-07-13 08:48:00,United Kingdom,20,79.92
13421,40,8,4048.25,2010-02-14 14:45:00,2011-10-30 14:21:00,United Kingdom,622,506.03
13422,64,1,2626.3,2011-10-06 13:42:00,2011-10-06 13:42:00,United Kingdom,0,2626.3
13423,429,1,217.03,2010-10-07 09:02:00,2010-10-07 09:02:00,United Kingdom,0,217.03
13424,450,1,572.77,2010-09-16 10:49:00,2010-09-16 10:49:00,United Kingdom,0,572.77
13425,108,5,3390.4300000000003,2010-05-09 14:35:00,2011-08-23 17:13:00,United Kingdom,471,678.09
13426,1,22,8167.38,2009-12-09 15:16:00,2011-12-09 08:59:00,United Kingdom,729,371.24
13427,19,6,1006.53,2009-12-17 13:44:00,2011-11-20 13:02:00,United Kingdom,702,167.76
13428,10,3,478.54,2010-07-13 13:20:00,2011-11-29 14:20:00,United Kingdom,504,159.51
13429,11,4,1006.8,2011-09-25 15:59:00,2011-11-29 09:10:00,United Kingdom,64,251.7
13430,19,2,679.45,2011-09-14 14:26:00,2011-11-21 08:19:00,United Kingdom,67,339.72
13431,67,8,3316.24,2010-02-18 11:53:00,2011-10-03 13:49:00,United Kingdom,592,414.53
13432,571,2,436.55,2010-04-06 14:42:00,2010-05-17 13:18:00,United Kingdom,40,218.28
13433,501,4,658.3199999999999,2010-01-12 08:59:00,2010-07-26 16:55:00,United Kingdom,195,164.58
13434,74,5,1666.8600000000001,2010-02-22 09:54:00,2011-09-26 14:30:00,United Kingdom,581,333.37
13435,5,9,4447.33,2010-07-27 16:56:00,2011-12-04 14:45:00,United Kingdom,494,494.15
13436,2,1,196.89,2011-12-08 10:33:00,2011-12-08 10:33:00,United Kingdom,0,196.89
13437,14,7,3408.06,2011-06-02 14:30:00,2011-11-25 14:00:00,United Kingdom,175,486.87
13438,547,1,46.5,2010-06-10 18:46:00,2010-06-10 18:46:00,United Kingdom,0,46.5
13439,255,3,986.61,2010-07-01 14:36:00,2011-03-29 14:20:00,United Kingdom,270,328.87
13440,423,7,1295.25,2010-09-14 10:34:00,2010-10-12 13:11:00,United Kingdom,28,185.04
13441,92,2,720.9,2010-10-04 10:38:00,2011-09-09 09:38:00,United Kingdom,339,360.45
13442,667,3,419.87,2009-12-01 14:59:00,2010-02-10 14:03:00,United Kingdom,70,139.96
13443,449,6,1269.3700000000001,2010-01-31 13:30:00,2010-09-17 12:31:00,United Kingdom,228,211.56
13444,374,2,619.08,2010-07-21 14:34:00,2010-11-30 13:02:00,United Kingdom,131,309.54
13445,626,1,241.89999999999998,2010-03-23 15:34:00,2010-03-23 15:34:00,United Kingdom,0,241.9
13446,430,11,3881.89,2010-02-14 11:52:00,2010-10-05 18:51:00,United Kingdom,233,352.9
13447,23,3,1129.14,2011-11-04 10:10:00,2011-11-16 13:38:00,United Kingdom,12,376.38
13448,17,12,8386.22,2009-12-06 12:14:00,2011-11-23 12:33:00,United Kingdom,717,698.85
13449,24,1,291.88,2011-11-16 08:28:00,2011-11-16 08:28:00,United Kingdom,0,291.88
13450,27,13,4120.04,2010-04-15 19:15:00,2011-11-13 11:54:00,United Kingdom,576,316.93
13451,26,11,7088.92,2010-03-21 16:13:00,2011-11-13 15:58:00,United Kingdom,601,644.45
13452,259,3,729.8,2010-08-24 09:53:00,2011-03-25 14:19:00,United Kingdom,213,243.27
13453,166,3,781.6899999999999,2010-11-02 13:23:00,2011-06-27 09:34:00,United Kingdom,236,260.56
13454,641,1,219.87,2010-03-08 14:40:00,2010-03-08 14:40:00,United Kingdom,0,219.87
13455,25,6,2212.9900000000002,2009-12-09 08:58:00,2011-11-15 11:21:00,United Kingdom,706,368.83
13456,18,6,1766.72,2011-05-16 15:34:00,2011-11-22 09:18:00,United Kingdom,189,294.45
13457,689,2,148.22,2009-12-02 12:46:00,2010-01-20 08:48:00,United Kingdom,48,74.11
13458,7,16,11959.27,2010-11-16 14:01:00,2011-12-02 15:29:00,United Kingdom,381,747.45
13459,625,2,1160.4099999999999,2010-01-26 13:35:00,2010-03-25 10:24:00,United Kingdom,57,580.2
13460,29,2,183.44,2011-10-21 09:50:00,2011-11-10 17:17:00,United Kingdom,20,91.72
13461,39,6,4160.0,2010-04-21 16:01:00,2011-11-01 09:01:00,United Kingdom,558,693.33
13462,253,5,1153.85,2009-12-14 09:48:00,2011-04-01 11:20:00,United Kingdom,473,230.77
13464,58,6,3097.64,2010-03-31 15:22:00,2011-10-12 15:01:00,United Kingdom,559,516.27
13465,446,2,931.12,2010-05-02 15:30:00,2010-09-19 15:13:00,United Kingdom,139,465.56
13466,184,5,1013.35,2010-03-21 13:50:00,2011-06-08 16:39:00,United Kingdom,444,202.67
13467,11,2,1071.91,2011-11-03 16:56:00,2011-11-29 10:01:00,United Kingdom,25,535.96
13468,2,72,12793.28,2009-12-03 13:32:00,2011-12-08 10:39:00,United Kingdom,734,177.68
13469,653,1,82.4,2010-02-24 15:03:00,2010-02-24 15:03:00,United Kingdom,0,82.4
13470,99,2,165.0,2011-08-16 17:06:00,2011-09-01 14:57:00,United Kingdom,15,82.5
13471,1,4,2501.84,2011-10-23 13:10:00,2011-12-08 15:44:00,United Kingdom,46,625.46
13472,464,2,592.24,2010-06-02 09:48:00,2010-09-02 09:41:00,United Kingdom,91,296.12
13473,61,8,2657.7599999999998,2009-12-15 19:02:00,2011-10-10 11:20:00,United Kingdom,663,332.22
13474,236,3,646.59,2010-08-01 14:40:00,2011-04-17 13:53:00,United Kingdom,258,215.53
13475,191,4,1431.78,2011-02-14 12:36:00,2011-06-01 13:52:00,United Kingdom,107,357.94
13476,179,5,2061.4700000000003,2010-03-05 09:39:00,2011-06-14 12:00:00,United Kingdom,466,412.29
13477,38,11,2819.17,2010-01-25 11:52:00,2011-11-02 12:04:00,United Kingdom,646,256.29
13478,469,5,2215.78,2010-01-31 15:51:00,2010-08-27 13:23:00,United Kingdom,207,443.16
13479,201,4,851.37,2010-08-19 16:18:00,2011-05-23 10:45:00,United Kingdom,276,212.84
13480,417,2,627.82,2010-01-29 12:35:00,2010-10-19 11:53:00,United Kingdom,262,313.91
13481,46,11,3830.84,2009-12-04 12:37:00,2011-10-25 09:07:00,United Kingdom,689,348.26
13482,232,2,336.09,2010-03-22 10:31:00,2011-04-21 17:03:00,United Kingdom,395,168.04
13483,66,1,140.34,2011-10-05 11:53:00,2011-10-05 11:53:00,United Kingdom,0,140.34
13484,241,3,790.72,2010-03-10 11:46:00,2011-04-12 16:30:00,United Kingdom,398,263.57
13485,233,11,3015.2200000000003,2009-12-03 13:46:00,2011-04-20 13:58:00,United Kingdom,503,274.11
13486,78,3,1122.41,2011-07-07 17:19:00,2011-09-22 13:13:00,United Kingdom,76,374.14
13487,58,5,846.87,2009-12-05 10:25:00,2011-10-13 12:07:00,United Kingdom,677,169.37
13488,17,23,14205.96,2010-01-25 10:13:00,2011-11-22 14:41:00,United Kingdom,666,617.65
13489,105,4,449.52,2011-02-18 10:42:00,2011-08-26 13:16:00,United Kingdom,189,112.38
13490,654,1,154.25,2010-02-23 14:48:00,2010-02-23 14:48:00,United Kingdom,0,154.25
13491,52,27,4467.66,2009-12-07 08:24:00,2011-10-19 08:32:00,United Kingdom,681,165.47
13492,136,3,1269.84,2011-05-09 10:06:00,2011-07-26 14:25:00,Switzerland,78,423.28
13493,275,2,498.63,2011-02-25 16:42:00,2011-03-09 15:35:00,Switzerland,11,249.32
13494,312,1,316.26000000000005,2011-02-01 11:58:00,2011-02-01 11:58:00,United Kingdom,0,316.26
13495,8,10,4863.31,2009-12-07 12:12:00,2011-12-02 11:21:00,United Kingdom,724,486.33
13496,11,2,653.33,2010-12-15 10:17:00,2011-11-29 10:58:00,United Kingdom,349,326.67
13497,283,6,1166.83,2010-02-08 10:27:00,2011-03-02 09:04:00,United Kingdom,386,194.47
13498,730,1,327.38,2009-12-09 15:26:00,2009-12-09 15:26:00,United Kingdom,0,327.38
13499,18,5,1159.11,2011-03-15 08:52:00,2011-11-22 11:21:00,United Kingdom,252,231.82
13500,23,4,1466.3,2010-11-03 13:16:00,2011-11-16 15:35:00,United Kingdom,378,366.58
13501,288,3,2885.11,2010-05-18 13:24:00,2011-02-24 18:59:00,Switzerland,282,961.7
13502,17,5,780.5,2010-06-09 10:52:00,2011-11-23 10:39:00,United Kingdom,531,156.1
13503,71,5,1778.04,2010-02-16 13:49:00,2011-09-29 13:23:00,United Kingdom,589,355.61
13504,64,1,295.93,2011-10-06 13:20:00,2011-10-06 13:20:00,United Kingdom,0,295.93
13505,73,4,3633.63,2011-04-21 12:07:00,2011-09-28 11:56:00,Switzerland,159,908.41
13506,316,5,1338.08,2010-09-05 12:33:00,2011-01-27 13:53:00,United Kingdom,144,267.62
13507,3,4,2479.16,2011-07-17 11:50:00,2011-12-06 13:13:00,United Kingdom,142,619.79
13508,244,2,287.05,2010-03-07 11:58:00,2011-04-10 11:58:00,United Kingdom,399,143.52
13509,9,7,1099.72,2010-07-20 12:10:00,2011-12-01 10:10:00,United Kingdom,498,157.1
13510,1,11,4558.29,2009-12-21 11:53:00,2011-12-08 13:46:00,United Kingdom,717,414.39
13511,677,1,282.76,2010-02-01 12:10:00,2010-02-01 12:10:00,United Kingdom,0,282.76
13512,261,4,713.39,2010-05-05 13:22:00,2011-03-24 10:03:00,United Kingdom,322,178.35
13513,127,3,824.59,2010-02-22 16:36:00,2011-08-05 11:50:00,United Kingdom,528,274.86
13514,74,4,815.9000000000001,2010-01-26 15:11:00,2011-09-27 09:39:00,United Kingdom,608,203.98
13515,73,6,1265.82,2010-03-05 11:58:00,2011-09-28 11:26:00,United Kingdom,571,210.97
13516,21,4,1685.26,2010-10-18 08:52:00,2011-11-18 13:15:00,United Kingdom,396,421.32
13517,60,3,2128.42,2011-06-13 08:44:00,2011-10-11 11:43:00,United Kingdom,120,709.47
13518,86,1,627.16,2011-09-15 10:29:00,2011-09-15 10:29:00,United Kingdom,0,627.16
13519,78,2,343.21,2010-09-23 11:45:00,2011-09-22 18:24:00,United Kingdom,364,171.6
13520,59,11,5446.0,2009-12-17 11:11:00,2011-10-12 10:20:00,Switzerland,663,495.09
13521,1,3,1070.47,2011-11-29 15:09:00,2011-12-08 13:50:00,United Kingdom,8,356.82
13522,30,1,125.80000000000001,2011-11-09 15:11:00,2011-11-09 15:11:00,United Kingdom,0,125.8
13523,33,6,4534.57,2010-11-02 14:55:00,2011-11-06 15:11:00,United Kingdom,369,755.76
13524,41,5,680.1800000000001,2011-05-04 12:26:00,2011-10-30 12:34:00,United Kingdom,179,136.04
13525,15,2,628.78,2011-04-05 15:36:00,2011-11-25 12:01:00,United Kingdom,233,314.39
13526,738,2,1182.0,2009-12-01 12:56:00,2009-12-01 13:13:00,United Kingdom,0,591.0
13527,34,12,4541.29,2010-01-21 12:37:00,2011-11-06 12:04:00,United Kingdom,653,378.44
13529,79,2,307.76,2011-05-19 11:50:00,2011-09-22 09:15:00,United Kingdom,125,153.88
13530,634,1,402.97999999999996,2010-03-15 14:10:00,2010-03-15 14:10:00,United Kingdom,0,402.98
13531,205,6,1433.07,2009-12-03 15:20:00,2011-05-18 16:56:00,United Kingdom,531,238.84
13532,34,1,210.31,2011-11-06 12:25:00,2011-11-06 12:25:00,United Kingdom,0,210.31
13533,183,3,269.09,2011-03-17 12:47:00,2011-06-10 11:54:00,United Kingdom,84,89.7
13534,2,35,7720.9,2010-07-07 15:00:00,2011-12-07 14:52:00,United Kingdom,517,220.6
13535,403,1,89.5,2010-11-02 11:49:00,2010-11-02 11:49:00,United Kingdom,0,89.5
13536,1,7,3444.39,2011-09-25 13:30:00,2011-12-08 16:38:00,United Kingdom,74,492.06
13537,426,2,717.85,2010-09-14 10:41:00,2010-10-10 12:45:00,United Kingdom,26,358.92
13538,43,12,3103.13,2010-02-02 12:47:00,2011-10-27 16:34:00,United Kingdom,632,258.59
13539,86,7,1569.3600000000001,2010-04-28 12:04:00,2011-09-15 10:18:00,United Kingdom,504,224.19
13540,467,3,632.39,2010-02-22 09:22:00,2010-08-29 14:20:00,United Kingdom,188,210.8
13541,427,2,785.25,2010-05-18 16:15:00,2010-10-08 16:37:00,United Kingdom,143,392.62
13542,377,17,3959.4900000000002,2009-12-10 19:53:00,2010-11-28 11:24:00,United Kingdom,352,232.91
13543,634,2,1439.6100000000001,2010-01-21 14:30:00,2010-03-15 13:34:00,United Kingdom,52,719.8
13544,40,6,790.2,2010-03-05 11:31:00,2011-10-31 11:57:00,United Kingdom,605,131.7
13545,391,2,364.93,2010-06-13 11:49:00,2010-11-14 11:27:00,United Kingdom,153,182.46
13546,12,5,1086.24,2010-10-11 17:23:00,2011-11-27 14:50:00,United Kingdom,411,217.25
13547,408,1,164.53,2010-10-27 14:14:00,2010-10-27 14:14:00,United Kingdom,0,164.53
